,ditau_matched_vis_mass,tau_0_decay_mode,tau_1_decay_mode,tau_0_matched_decay_mode,tau_1_matched_decay_mode,NOMINAL_pileup_random_run_number,event_is_bad_batman,tau_0_matched_pdgId,tau_1_matched_pdgId,tau_0_jet_rnn_medium,tau_1_jet_rnn_medium,ditau_dr,ditau_coll_approx_x0,ditau_coll_approx_x1,tau_0_q,tau_1_q,ditau_qxq,tau_0_n_charged_tracks,tau_1_n_charged_tracks,ditau_deta,ditau_CP_phi_star_cp_a1_rho,ditau_CP_phi_star_cp_ip_ip,ditau_CP_phi_star_cp_ip_rho,ditau_CP_phi_star_cp_ip_rho_opt,ditau_CP_phi_star_cp_rho_ip,ditau_CP_phi_star_cp_rho_rho,tauspinner_HCP_Theta_0,tauspinner_HCP_Theta_10,tauspinner_HCP_Theta_20,tauspinner_HCP_Theta_30,tauspinner_HCP_Theta_40,tauspinner_HCP_Theta_50,tauspinner_HCP_Theta_60,tauspinner_HCP_Theta_70,tauspinner_HCP_Theta_80,tauspinner_HCP_Theta_90,tauspinner_HCP_Theta_100,tauspinner_HCP_Theta_110,tauspinner_HCP_Theta_120,tauspinner_HCP_Theta_130,tauspinner_HCP_Theta_140,tauspinner_HCP_Theta_150,tauspinner_HCP_Theta_160,tauspinner_HCP_Theta_170,phi_star,tau_0_p4X,tau_0_p4Y,tau_0_p4Z,tau_0_p4E,tau_0_p4T,tau_0_decay_neutral_p4X,tau_0_decay_neutral_p4Y,tau_0_decay_neutral_p4Z,tau_0_decay_neutral_p4E,tau_0_decay_neutral_p4T,tau_1_p4X,tau_1_p4Y,tau_1_p4Z,tau_1_p4E,tau_1_p4T,tau_1_decay_neutral_p4X,tau_1_decay_neutral_p4Y,tau_1_decay_neutral_p4Z,tau_1_decay_neutral_p4E,tau_1_decay_neutral_p4T,tau_0_decay_charged_p4X,tau_0_decay_charged_p4Y,tau_0_decay_charged_p4Z,tau_0_decay_charged_p4E,tau_0_decay_charged_p4T,tau_1_decay_charged_p4X,tau_1_decay_charged_p4Y,tau_1_decay_charged_p4Z,tau_1_decay_charged_p4E,tau_1_decay_charged_p4T
445,77.823105,1,1,1,1,331860,0,15,-15,1,1,1.5934734,0.6299186,0.9167354,-1.0,1.0,-1.0,1,1,0.94578063,-5.0,4.9339256,2.3110855,2.3110855,4.0586615,1.4360217,0.522480077714686,0.37676264839532425,0.3117377782423138,0.33524842626098356,0.44445886132007206,0.6261966931770905,0.8585416571453421,1.1134695215237924,1.3602322235338211,1.5690665394834034,1.714783968802765,1.7798088389557754,1.7562981909371058,1.6470877558780173,1.4653499240209988,1.2330049600527466,0.978077095674297,0.7313143936642679,1.4360216856002808,-66.11779750115129,-8.687759382207897,63.94807273517771,92.39262046305413,66.68613281249999,-31.914864317596482,-4.208410487899358,31.08466149804981,44.749789756968035,32.19113671875,-5.528382228344722,-34.76411282962559,103.3292277346786,109.16059662322614,35.200945312500004,-3.2919661537265714,-21.927678326717796,66.05811561116815,69.68036291276758,22.17341015625,-36.269274596857315,-4.750860670625555,34.86194195396306,50.531232257707416,36.57910546875,-2.0859945990528073,-11.89052930185057,34.45960326350172,36.51328247926126,12.072119140625
446,68.40967,3,1,3,1,337705,0,15,-15,1,1,1.2272816,0.7933464,0.36746922,-1.0,1.0,-1.0,3,1,0.59125936,5.2314997,0.6926117,4.9830823,-5.0,-5.0,-5.0,0.692832722948038,0.742864301221847,0.8019673227377454,0.8630130908332173,0.9186385849363646,0.9621345495134878,0.9882547293045164,0.9938486451338547,0.9782415881950796,0.9433159998906362,0.8932844216168272,0.8341814001009288,0.7731356320054571,0.7175101379023096,0.6740141733251864,0.6478939935341578,0.6423000777048194,0.6579071346435947,5.231499671936035,26.98169731649437,-52.345838627058235,-173.7629116618775,183.47111020774466,58.89056640625,0.0,0.0,0.0,0.0,0.0,52.67585144282226,-1.0218427758825057,-286.2321247825204,291.0405792074383,52.68576171875,38.258669950691555,-0.9936135006543031,-208.26927068895677,211.75651212440627,38.2715703125,27.04583167217224,-52.470267616469854,-174.17595176096856,183.91442018689997,59.03055136608026,12.99606248316794,-0.0006614385686268871,-70.24073016224227,71.43302663345423,12.996062499999999
447,75.77434,1,1,1,1,339435,0,-15,15,0,1,1.3519329,0.8602604,0.44085783,1.0,-1.0,-1.0,1,1,0.71565616,-5.0,3.1842089,0.4535142,0.4535142,2.658526,6.212578,0.4813595987605863,0.32060487620726535,0.19349217425827986,0.11535316075236048,0.09561255392734007,0.13665136230664437,0.2335196999314229,0.37453381565972343,0.5426853259880131,0.7176926771187112,0.8784473996720323,1.0055601016210178,1.0836991151269373,1.1034397219519576,1.0624009135726533,0.9655325759478747,0.8245184602195743,0.6563669498912843,6.212577819824219,-48.9427655279268,-41.28839111394335,-77.05761914361928,100.18983085314923,64.03222265625,-9.562361801701618,-6.686098754504698,-14.235098976043844,18.40649185039459,11.668019531250001,14.749494134823571,-51.88787844268326,-147.9565538437953,157.48346367745336,53.943484375,7.602438378343409,-27.117477937950163,-76.60031251522945,81.61360656190723,28.163001953125,-29.657275156560736,-26.399801053842623,-47.51399500061999,61.92013134756992,39.705207031250005,6.349871507985399,-21.965956734757825,-63.359463973077844,67.35922563527487,22.86534765625
448,94.54879,1,0,1,0,331875,0,15,-15,0,0,1.855152,0.06868605,-0.07929887,-1.0,1.0,-1.0,1,1,1.8548301,-5.0,0.3972571,-5.0,0.649674,0.649674,-5.0,1.0985630962461124,1.2034389548654374,1.340017667444602,1.4918258255594385,1.6405531248914975,1.7682608581601669,1.859545587967836,1.9033970286805697,1.8945260493700748,1.8340026210629072,1.7291267624435822,1.5925480498644176,1.4407398917495815,1.292012592417522,1.1643048591488525,1.0730201293411836,1.0291686886284497,1.0380396679389448,0.6496739983558655,-19.195778982932364,-42.09430755136937,-23.598213617175407,51.93538624976908,46.26455078125,-10.397965105273167,-22.337749452598906,-12.208707939323183,27.498427192929846,24.639251793379625,-16.94098308483638,-40.83086716895322,-228.49469516180517,232.73156712989257,44.20584375,0.0,0.0,0.0,0.0,0.0,-9.07307567021213,-20.36017270698457,-11.72789476597818,25.187701963546367,22.290296875,-16.208059673588988,-39.06438772087181,-218.60925282405663,222.66286732742054,42.2933515625
449,85.39901,0,1,0,1,337052,0,15,-15,1,1,2.1259315,0.84652346,0.3301285,-1.0,1.0,-1.0,1,1,1.8102946,-5.0,1.6503853,5.7268476,5.7268476,-5.0,-5.0,1.2429800827772095,1.2270425545315238,1.2467809229288893,1.299814449433292,1.3797465080568079,1.4769361128578946,1.5796607631317385,1.6755303500009402,1.7529815864046614,1.8026727101741027,1.8186102384197884,1.7988718700224229,1.7458383435180203,1.6659062848945043,1.5687166800934176,1.4659920298195734,1.3701224429503722,1.2926712065466508,5.7268476486206055,40.64026654894804,18.41209761125317,-27.767987564906914,52.55185759819233,44.61655078125,0.0,0.0,0.0,0.0,0.0,23.294719640343086,-19.19662841588447,-164.69938704438505,167.44265465661934,30.1853359375,14.6066389124551,-12.436470133539661,-103.99107747745269,105.74583729028035,19.18383928470189,40.292246832754174,18.254427066019797,-27.53019859420776,52.10202085105421,44.23448046875,10.483624903980527,-8.239824759559532,-73.40322733055314,74.60465377926111,13.3342080078125
450,73.934204,1,0,1,0,339205,0,15,-15,1,1,1.7210643,0.77712595,0.47150466,-1.0,1.0,-1.0,1,1,1.218169,-5.0,0.34751034,-5.0,1.0616589,1.0616589,-5.0,0.7962085604039788,0.9569534561099978,1.1512183359076313,1.3555719882490085,1.545366346723056,1.6977094106313957,1.794226358122513,1.8232758208905422,1.781354005001248,1.6735173001509889,1.5127724044449697,1.3185075246473363,1.1141538723059596,0.9243595138319116,0.7720164499235722,0.6754995024324545,0.6464500396644256,0.6883718555537197,1.0616588592529297,-46.55809655650419,-40.371739991333925,-29.427685435450073,68.28998766276385,61.624132812499994,-4.644378886892155,-4.116003384211906,-2.9968695424791987,6.89283582843372,6.2057827148437505,10.707268067810501,-28.503435212793992,-78.78055192652623,84.45985300871648,30.448175781249997,0.0,0.0,0.0,0.0,0.0,-39.91019202049975,-34.51843194005599,-25.164460996776864,58.46037245655119,52.7668984375,10.592426452033134,-28.197719456514054,-77.93558514155575,83.55408901923131,30.121601562500004
451,53.324318,0,0,0,0,331129,0,-15,15,1,1,1.0762998,0.44100884,0.46844953,1.0,-1.0,-1.0,1,1,0.8970472,-5.0,4.7329698,-5.0,-5.0,-5.0,-5.0,0.15445859585373178,0.301187735594359,0.5371620169260464,0.833919458910708,1.1556667343715987,1.4635963734040764,1.7205675169833616,1.8955856527036248,1.9675410104044155,1.9277547119990395,1.7810255722584118,1.5450512909267247,1.2482938489420636,0.9265465734811725,0.6186169344486951,0.3616457908694093,0.18662765514914637,0.11467229744835546,4.732969760894775,-41.248418072197175,32.85331306547216,1.9880025022625607,52.770487270686516,52.73302734375001,0.0,0.0,0.0,0.0,0.0,-43.85760852752793,3.420682870404871,47.3749404194383,64.64963941739428,43.990804687499995,0.0,0.0,0.0,0.0,0.0,-41.52293789313174,33.07196110196303,2.0012332179225742,53.121873052313326,53.08398046875,-41.971453992278875,3.2735718735612283,45.337518368183694,61.86945348562319,42.098921875
452,66.17101,1,1,1,1,339435,0,15,-15,1,1,1.5714903,0.38131315,0.38463572,-1.0,1.0,-1.0,1,1,0.16186607,-5.0,4.253671,4.171763,4.171763,5.1448092,5.062927,0.49944656653793873,0.30246779915379796,0.18264684030081152,0.15443586598566572,0.2212375360604057,0.3749945832263672,0.5971616383829971,0.860942075841878,1.134520081860826,1.384898111332602,1.5818768787167428,1.7016978375697294,1.729908811884875,1.663107141810135,1.5093500946441738,1.2871830394875434,1.0234026020286628,0.7498245960097146,5.062926769256592,-48.48002747649668,28.542596702628494,31.275255143283538,64.3671847677701,56.25826953125,-10.9066036194988,6.691526488714582,7.6588483934050755,14.913306393111023,12.795723084766768,-20.33716269794296,-33.945185255939556,29.647822894723355,49.445618522367994,39.5711484375,-1.9560308433091311,-3.968585176712514,3.331297977545899,5.539990142522542,4.4244462890625,-39.423706242485004,22.94105949104448,24.811529451352683,51.92448649690894,45.6127265625,-18.85315737686748,-30.764459781568085,27.00464647863025,45.06843618266996,36.08176171875
453,67.19208,3,1,3,1,327057,0,-15,15,1,1,1.0829182,1.0536531,0.45571813,1.0,-1.0,-1.0,3,1,0.8761519,4.4204288,0.37161198,0.7699188,-5.0,-5.0,-5.0,1.5818535433380418,1.39888744686652,1.223709893848976,1.0774498825246606,0.9777485288271598,0.9366312874476604,0.9590575045223843,1.0423222472964049,1.1763825589344497,1.3450687873334886,1.5280348838050104,1.7032124368225543,1.8494724481468696,1.9491738018443705,1.9902910432238698,1.9678648261491465,1.8846000833751253,1.7505397717370805,4.42042875289917,-84.53626653776995,-27.484749783619428,-8.040615453006566,89.25493447242107,88.89202343750001,0.0,0.0,0.0,0.0,0.0,-21.536959812764152,-30.167544317162033,-41.66757280410884,55.76834219779412,37.0664453125,-8.186072685866545,-11.760256857802286,-15.969496424462625,21.45596567460778,14.32883203125,-85.32459789539331,-27.74106069614696,-8.11559722078905,90.095164433711,89.72097555509451,-9.123194687983046,-12.485415917304001,-17.518756281012227,23.367597081500698,15.4634501953125
454,51.70821,0,0,0,0,334907,0,15,-15,1,1,1.5963982,0.35289285,0.49257845,-1.0,1.0,-1.0,1,1,0.7936139,-5.0,0.61292344,-5.0,-5.0,-5.0,-5.0,0.33420447829374833,0.6176624715651415,0.9444072163872571,1.2750284742956977,1.5696484421366141,1.7927316036607557,1.917370837231492,1.9285328118010154,1.8248712285030413,1.618889204165337,1.3354312108939441,1.0086864660718282,0.6780652081633883,0.3834452403224711,0.16036207879832995,0.03572284522759327,0.024560870658069986,0.12822245395604442,0.6129234433174133,26.428201472594374,33.92662879790513,7.81754641970525,43.710181956737856,43.00541796875,0.0,0.0,0.0,0.0,0.0,27.99455423578469,-14.437715856926406,-20.533863987575344,37.60029622603895,31.498296875,0.0,0.0,0.0,0.0,0.0,26.43950069791287,33.941133932637136,7.820888766649503,43.72909272641494,43.0238046875,25.21317578715803,-13.003267164026015,-18.493736958545256,33.864833923880035,28.368806640625
